accession	ESMC 600M	ESM3 Open	ESMC 6B	ESM3 Medium	ESM3 Large	n_models_low	mean_ppl_all_models	family	organism	protein_name
Q77NP3	False	False	True	False	False	1	13.757157861727332	Orthoherpesviridae	Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3)	Cytoplasmic envelopment protein 3
P05919	True	True	True	True	True	5	5.557434807277689	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
P12516	True	True	True	True	True	5	5.37527418045824	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate BRVA) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
P05921	True	False	True	True	True	4	6.715302012002892	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate BH8) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
Q69505	False	False	False	False	False	0	12.244143140765951	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	U24 protein
K9N5R3	False	False	False	False	False	0	14.12139342775136	Coronaviridae	Middle East respiratory syndrome-related coronavirus (isolate United Kingdom/H123990006/2012) (MERS-CoV) (Betacoronavirus England 1)	Envelope small membrane protein (E protein) (sM protein)
Q5MQC8	False	False	True	False	False	1	13.636469726453075	Coronaviridae	Human coronavirus HKU1 (isolate N1) (HCoV-HKU1)	Envelope small membrane protein (E protein) (sM protein)
Q0ZME5	False	False	True	False	False	1	14.079866302822484	Coronaviridae	Human coronavirus HKU1 (isolate N5) (HCoV-HKU1)	Envelope small membrane protein (E protein) (sM protein)
P06927	False	True	False	True	False	2	11.928128908099255	Papillomaviridae	Human papillomavirus type 16	Probable protein E5
NP_828865.1	False	False	False	False	True	1	12.802137685802842			
NP_536434.1	False	False	False	False	False	0	17.691474489206584			
O91085	True	False	True	False	True	3	9.803299987488218	Retroviridae	Human immunodeficiency virus type 1 group N (isolate YBF30) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
P06923	False	True	False	False	False	1	13.602862731254302	Papillomaviridae	Human papillomavirus type 1 (Human papillomavirus type 1a)	Protein E4
Q80H93	False	False	False	False	False	0	22.049261516125206	Coronaviridae	Severe acute respiratory syndrome coronavirus (SARS-CoV)	ORF8b protein (Accessory protein 8b) (Non-structural protein 8b) (ns8b)
NP_536585.1	True	True	True	True	True	5	2.2319839081278956			
Q06094	False	False	False	False	False	0	16.38775335457756	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Envelope glycoprotein N
P52547	False	False	False	False	False	0	18.928885429856333	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Envelope glycoprotein N
P26553	False	False	False	False	False	0	15.331491319425897	Papillomaviridae	Human papillomavirus 51	Probable protein E5
Q04854	False	False	False	False	False	0	13.215344216297344	Coronaviridae	Human coronavirus OC43 (HCoV-OC43)	Envelope small membrane protein (E protein) (sM protein)
P17385	False	True	False	False	False	1	13.91395962092055	Papillomaviridae	Human papillomavirus 31	Probable protein E5
Q79669	True	False	True	True	False	3	10.101266133653603	Retroviridae	Human immunodeficiency virus type 1 group O (isolate MVP5180) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
Q77376	True	True	True	False	False	3	8.47639349295761	Retroviridae	Human immunodeficiency virus type 1 group O (isolate ANT70) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
Q98176	False	False	False	False	False	0	16.040740405926083	Poxviridae	Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)	Protein MC005
P24439	False	False	False	False	False	0	14.911196008085948	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Protein U62
P04326	False	False	True	False	True	2	11.943661874414328	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate PCV12) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P04608	False	False	True	False	True	2	11.670132334230534	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate HXB2) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P04609	False	False	True	False	True	2	11.505592871433326	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate Z6) (HIV-1)	Protein Tat (Transactivating regulatory protein)
Q9Q717	False	False	True	False	True	2	11.169657868259558	Retroviridae	Human immunodeficiency virus type 1 group M subtype H (isolate VI991) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P69697	False	False	True	False	True	2	11.286598724597196	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate BH10) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P12506	False	False	True	False	True	2	12.212787501637337	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P18804	False	False	True	False	True	2	11.294754511459168	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate NDK) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P04610	False	False	True	False	True	2	11.092220031733188	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI) (HIV-1)	Protein Tat (Transactivating regulatory protein)
Q75007	True	True	True	True	True	5	6.273268794892018	Retroviridae	Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
P36818	True	False	True	False	False	2	10.945886610092161	Papillomaviridae	Human papillomavirus type 10	Protein E7
O12163	True	True	True	True	True	5	6.042767288835857	Retroviridae	Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025) (HIV-1)	Protein Vpu (U ORF protein) (Viral protein U)
P52366	False	False	False	False	False	0	17.20817811768039	Orthoherpesviridae	Human herpesvirus 7 (strain JI) (HHV-7) (Human T lymphotropic virus)	Envelope glycoprotein N
P05867	False	False	True	False	False	1	11.564675522030182	Retroviridae	Human immunodeficiency virus type 1 group M subtype U (isolate Z3) (HIV-1)	Protein Rev (ART/TRS) (Anti-repression transactivator) (Regulator of expression of viral proteins)
P14345	False	False	False	False	False	0	14.802262420962743	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	ICP47 protein (Immediate-early protein IE12) (Immediate-early-5) (Infected cell protein 47) (US12 protein) (Vmw12)
P04613	False	False	True	False	True	2	11.325544077972214	Retroviridae	Human immunodeficiency virus type 1 group M subtype A (isolate MAL) (HIV-1)	Protein Tat (Transactivating regulatory protein)
P0C0U1	False	False	False	False	False	0	19.368202885831963	Orthomyxoviridae	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)	Protein PB1-F2
Q65ZG0	False	False	False	False	False	0	17.73252362511862	Orthoherpesviridae	Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3)	Envelope glycoprotein N
B4URE5	False	False	False	False	False	0	18.825628583954988	Orthomyxoviridae	Influenza A virus (strain A/Russia:St.Petersburg/8/2006 H1N1)	Protein PB1-F2
P0DOM9	False	False	False	False	False	0	14.374522816183566	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Protein OPG096 (Protein L2)
Q76RD1	False	False	False	False	False	0	14.597929500425101	Poxviridae	Vaccinia virus (strain Ankara) (VACV)	Protein OPG096 (Protein L2)
Q9QJ22	False	False	False	False	False	0	14.254077802555013	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Protein U62
Q705D1	True	False	True	False	False	2	12.589900033227314	Papillomaviridae	Human papillomavirus type 94	Protein E7
P50783	True	True	True	False	False	3	10.996421782219489	Papillomaviridae	Human papillomavirus 28	Protein E7
Q69559	False	False	False	False	False	0	13.697393301968456	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	U24 protein
Q86539	False	False	False	False	False	0	17.516604407249396	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Envelope glycoprotein N
P18100	False	False	False	False	False	0	15.280905331741451	Retroviridae	Human immunodeficiency virus type 2 subtype A (isolate BEN) (HIV-2)	Protein Vpr (R ORF protein) (Viral protein R)
Q69560	False	False	False	False	False	0	17.040074387854666	Orthoherpesviridae	Human herpesvirus 6A (strain Uganda-1102) (HHV-6 variant A) (Human B lymphotropic virus)	Small capsomere-interacting protein
P21007	True	True	False	True	True	4	7.286193292946921	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein OPG197
P26548	False	False	False	False	False	0	17.8540730203353	Papillomaviridae	Human papillomavirus 51	Protein E4
P06791	False	False	False	False	False	0	15.70731319698684	Papillomaviridae	Human papillomavirus type 18	Protein E4
P19740	False	False	False	False	False	0	18.35011375176203	Coronaviridae	Human coronavirus 229E (HCoV-229E)	Non-structural protein 4b (ns4b) (Accessory protein 4b)
P03170	False	False	False	False	False	0	14.880023086391137	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	ICP47 protein (Immediate-early protein IE12) (Immediate-early-5) (Infected cell protein 47) (US12 protein) (Vmw12)
Q07858	False	False	True	False	False	1	13.697648253789556	Papillomaviridae	Human papillomavirus type 63	Protein E7
P20639	False	True	True	True	True	4	9.130791687604294	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Protein K3
P26549	False	False	False	False	False	0	16.858700482179966	Papillomaviridae	Human papillomavirus 58	Protein E4
Q9QJ42	False	True	False	False	False	1	11.701600940605577	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	U24 protein
P0DTP1	False	False	False	False	False	0	16.460974207809652	Orthoherpesviridae	Human herpesvirus 6B (strain Z29) (HHV-6 variant B) (Human B lymphotropic virus)	Small capsomere-interacting protein
P89477	False	True	False	True	False	2	10.367413146676256	Orthoherpesviridae	Human herpesvirus 2 (strain HG52) (HHV-2) (Human herpes simplex virus 2)	Envelope protein US9 (10 kDa protein)
P26654	False	True	False	False	False	1	12.56975272771603	Poxviridae	Orf virus (strain NZ2) (OV NZ-2)	10 kDa fusion protein
Q84056	False	False	False	False	True	1	12.98002431582142	Orthomyxoviridae	Influenza A virus (strain A/RI/5-/1957 H2N2)	Non-structural protein 1 (NS1) (NS1A)
P18541	False	False	True	False	False	1	11.144534021326617	Arenaviridae	Lymphocytic choriomeningitis virus (strain Armstrong) (LCMV)	RING finger protein Z (Protein Z) (Zinc-binding protein)
P06481	True	True	False	True	False	3	10.36887163881778	Orthoherpesviridae	Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)	Envelope protein US9 (10 kDa protein)
Q6DPU3	False	False	False	False	False	0	14.964631782502954	Orthomyxoviridae	Influenza A virus (strain A/Guinea fowl/Hong Kong/38/2002 H5N1 genotype X0)	Matrix protein 2 (Proton channel protein M2)
A4U6W1	False	False	False	False	False	0	19.551914554023043	Orthomyxoviridae	Influenza A virus (strain A/USA:Huston/AA/1945 H1N1)	Protein PB1-F2
P0C5V3	False	False	False	False	False	0	19.68780176884735	Orthomyxoviridae	Influenza A virus (strain A/Silky Chicken/Hong Kong/YU100/2002 H5N1 genotype X3)	Protein PB1-F2
P0C5V6	False	False	False	False	False	0	19.286916611312012	Orthomyxoviridae	Influenza A virus (strain A/Teal/China/2978.1/2002 H5N1 genotype W)	Protein PB1-F2
P0C5U5	False	False	False	False	False	0	19.63548344955759	Orthomyxoviridae	Influenza A virus (strain A/Duck/Hong Kong/2986.1/2000 H5N1 genotype C)	Protein PB1-F2
P0C5V8	False	False	False	False	False	0	19.4559839004018	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Shantou/4231/2003 H5N1 genotype V)	Protein PB1-F2
A4GCJ5	False	False	False	False	False	0	19.825769194190887	Orthomyxoviridae	Influenza A virus (strain A/Henry/1936 H1N1)	Protein PB1-F2
A4GCL7	False	False	False	False	False	0	19.793069304012967	Orthomyxoviridae	Influenza A virus (strain A/USA:Iowa/1943 H1N1)	Protein PB1-F2
P0C0U0	False	False	False	False	False	0	18.906793793358524	Orthomyxoviridae	Influenza A virus (strain A/Hong Kong/156/1997 H5N1 genotype Gs/Gd)	Protein PB1-F2
P0C5V7	False	False	False	False	False	0	19.21271205515918	Orthomyxoviridae	Influenza A virus (strain A/Hong Kong/212/2003 H5N1 genotype Z+)	Protein PB1-F2
P30025	True	True	False	True	False	3	9.843061080025866	Orthoherpesviridae	Cercopithecine herpesvirus 1 (CeHV-1) (Simian herpes B virus)	Envelope protein US9 homolog (10 kDa protein)
P0C574	False	False	False	False	False	0	18.96677070434367	Orthomyxoviridae	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza A virus (strain A/South Carolina/1/1918 H1N1))	Protein PB1-F2
Q0HD51	False	False	False	False	False	0	20.60685966979836	Orthomyxoviridae	Influenza A virus (strain A/Hickox/1940 H1N1)	Protein PB1-F2
Q20MH0	False	False	False	False	False	0	18.778256343291662	Orthomyxoviridae	Influenza A virus (strain A/Wilson-Smith/1933 H1N1) (Influenza A virus (strain A/WS/1933 H1N1))	Protein PB1-F2
A4GCM8	False	False	False	False	False	0	19.62025386903969	Orthomyxoviridae	Influenza A virus (strain A/USA:Phila/1935 H1N1)	Protein PB1-F2
P05866	True	False	True	False	False	2	10.028070531757647	Retroviridae	Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22) (HIV-1)	Protein Rev (ART/TRS) (Anti-repression transactivator) (Regulator of expression of viral proteins)
P0C5U8	False	False	False	False	False	0	19.37540104663751	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/FY150/2001 H5N1 genotype D)	Protein PB1-F2
P0C5U9	False	False	False	False	False	0	20.0997671781142	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/715.5/2001 H5N1 genotype E)	Protein PB1-F2
P0DTK1	False	False	False	False	False	0	17.602209649233608	Hantaviridae	Tula orthohantavirus (TULV) (Tula virus)	Non-structural protein NS-S (NSs)
P0C2M2	False	False	False	False	False	0	18.94786287725569	Orthomyxoviridae	Influenza A virus (strain A/Ann Arbor/6/1960 H2N2)	Protein PB1-F2
P20991	False	False	False	False	False	0	14.650657164105302	Poxviridae	Vaccinia virus (strain Copenhagen) (VACV)	Virion membrane protein OPG140
P88812	False	False	False	False	False	0	17.27916212521535	Pneumoviridae	Human respiratory syncytial virus A (strain A2)	Protein M2-2
P0C5V9	False	False	False	False	False	0	19.447278796263515	Orthomyxoviridae	Influenza A virus (strain A/Goose/Guangxi/345/2005 H5N1 genotype G)	Protein PB1-F2
P0DSQ3	False	False	False	False	False	0	13.720372713336076	Poxviridae	Variola virus (isolate Human/India/Ind3/1967) (VARV) (Smallpox virus)	Virion membrane protein OPG140
Q0A2Q5	False	False	False	False	False	0	19.493739024467473	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Victoria/1/1985 H7N7)	Protein PB1-F2
O42047	False	False	False	False	False	0	16.233971747518346	Pneumoviridae	Human respiratory syncytial virus B (strain B1)	Protein M2-2
Q4KRW2	False	False	False	False	False	0	17.40052756333997	Pneumoviridae	Human respiratory syncytial virus	Protein M2-2
P26148	False	False	False	False	False	0	16.90785552383091	Orthomyxoviridae	Influenza A virus (strain A/Camel/Mongolia/1982 H1N1)	Non-structural protein 1 (NS1) (NS1A)
P05869	True	False	True	True	False	3	10.263635692852628	Retroviridae	Human immunodeficiency virus type 1 group M subtype D (isolate Z84) (HIV-1)	Protein Rev (ART/TRS) (Anti-repression transactivator) (Regulator of expression of viral proteins)
P50784	True	False	True	False	False	2	11.42060442254068	Papillomaviridae	Human papillomavirus 29	Protein E7
P04016	False	False	False	False	False	0	15.000374600792872	Papillomaviridae	Human papillomavirus 11	Protein E4
P0C5V1	False	False	False	False	False	0	19.767284052462184	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/31.2/2002 H5N1 genotype X1)	Protein PB1-F2
P0C5V5	False	False	False	False	False	0	19.69368065037817	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Hong Kong/YU22/2002 H5N1 genotype Z)	Protein PB1-F2
P0C792	False	False	False	False	False	0	19.474415681917435	Orthomyxoviridae	Influenza A virus (strain A/Hong Kong/1/1968 H3N2)	Protein PB1-F2
P0C793	False	False	False	False	False	0	18.480137729669707	Orthomyxoviridae	Influenza A virus (strain A/Seal/Massachusetts/1/1980 H7N7)	Protein PB1-F2
Q2RCG7	False	False	False	False	False	0	19.300125746386527	Orthomyxoviridae	Influenza A virus (strain A/Memphis/4/1980 H3N2)	Protein PB1-F2
Q2VNE4	False	False	False	False	False	0	19.170849322774014	Orthomyxoviridae	Influenza A virus (strain A/Memphis/2/1978 H3N2)	Protein PB1-F2
P05868	True	False	True	False	False	2	11.607871991896522	Retroviridae	Human immunodeficiency virus type 1 group M subtype A (isolate Z321) (HIV-1)	Protein Rev (ART/TRS) (Anti-repression transactivator) (Regulator of expression of viral proteins)
Q3YPY6	False	False	False	False	False	0	19.822404877537814	Orthomyxoviridae	Influenza A virus (strain A/Memphis/1/1971 H3N2)	Protein PB1-F2
Q288Y7	False	False	False	False	False	0	20.18136360723654	Orthomyxoviridae	Influenza A virus (strain A/Swine/Colorado/1/1977 H3N2)	Protein PB1-F2
Q463W6	False	False	False	False	False	0	19.025360581386455	Orthomyxoviridae	Influenza A virus (strain A/Memphis/102/1972 H3N2)	Protein PB1-F2
Q0A2G7	False	False	False	False	False	0	18.11335926045623	Orthomyxoviridae	Influenza A virus (strain A/Chicken/Scotland/1959 H5N1)	Protein PB1-F2
