accession	label	split
P26031	viral	val
P26095	viral	train
P26097	viral	train
P26119	viral	val
P26120	viral	val
P26121	viral	val
P26138	viral	train
P26141	viral	train
P26451	viral	train
P26544	viral	train
P26653	viral	val
P27022	viral	train
P27023	viral	train
P28864	viral	train
P31341	viral	val
P31345	viral	train
P31870	viral	val
P35988	viral	train
P36320	viral	train
P36348	viral	train
P36714	viral	train
P36719	viral	train
P36728	viral	train
P52351	viral	train
P52352	viral	val
P68639	viral	val
P89436	viral	val
P89475	viral	train
Q05112	viral	train
Q07847	viral	test
Q07FH8	viral	train
Q07FI5	viral	train
Q08778	viral	train
Q09104	viral	train
Q09105	viral	train
Q09T00	viral	train
Q0A2G8	viral	val
Q1K9Q4	viral	train
Q1PUD9	viral	train
Q288Z5	viral	train
Q289M7	viral	train
Q2KS03	viral	train
Q2LFH3	viral	val
Q2RCH3	viral	train
Q2RCH5	viral	train
Q2VC91	viral	train
Q38SQ5	viral	train
Q3HM39	viral	train
Q3KSS8	viral	test
Q3ZK64	viral	train
Q4R1S7	viral	val
Q4U0X7	viral	test
Q50LE5	viral	train
Q66811	viral	train
Q67205	viral	train
Q67211	viral	train
Q67214	viral	train
Q67369	viral	train
Q67370	viral	train
Q67373	viral	train
Q67377	viral	val
Q67387	viral	train
Q6DNQ5	viral	val
Q6DNX6	viral	train
Q6DNX7	viral	train
Q6DPH9	viral	train
Q6DPT5	viral	train
Q6DPU3	viral	train
Q6DQ20	viral	train
Q6IUF9	viral	train
Q6J856	viral	val
Q6SWB9	viral	train
Q6UY62	viral	train
Q6WB94	viral	train
Q6WB98	viral	train
Q6XT06	viral	val
Q6XUE4	viral	train
Q703F0	viral	train
Q73369	viral	train
Q76V06	viral	train
Q788J2	viral	train
Q80902	viral	test
Q80915	viral	test
Q80A22	viral	train
Q80A30	viral	train
Q81164	viral	test
Q81999	viral	test
Q82034	viral	train
Q82040	viral	train
Q82446	viral	test
Q89569	viral	train
Q89730	viral	val
Q8B0H1	viral	train
Q8B0H2	viral	val
Q8B0H7	viral	val
Q8JMY4	viral	val
Q8JMY7	viral	val
Q8JPY0	viral	train
Q8QPG0	viral	train
Q8QZQ2	viral	val
Q91MA0	viral	train
Q91MA2	viral	train
Q98157	viral	val
Q9DHD5	viral	val
Q9E925	viral	train
Q9IFX3	viral	test
Q9IMP5	viral	train
Q9Q0U6	viral	train
Q9W7Y7	viral	train
Q9WC55	viral	train
Q9WCD9	viral	train
Q9YZR5	viral	val
A4GCM2	viral	train
A4K146	viral	train
A4K150	viral	train
A4U6V5	viral	train
A8C8J4	viral	train
A8C8W6	viral	train
B3SRT2	viral	train
B4URE4	viral	val
B9UYK5	viral	test
B9VXD7	viral	train
C1IWT2	viral	test
C5IY48	viral	test
F5HCH8	viral	train
F5HGP1	viral	val
O12159	viral	train
O12674	viral	train
O36432	viral	test
O36632	viral	val
O36633	viral	test
O41799	viral	test
O55777	viral	train
O56655	viral	val
O56773	viral	test
O70887	viral	train
O89746	viral	train
O89750	viral	train
O91744	viral	train
P03157	viral	val
P03159	viral	val
P03185	viral	train
P03195	viral	train
P03204	viral	train
P03209	viral	train
P03217	viral	train
P03271	viral	train
P03277	viral	val
P03381	viral	test
P03465	viral	train
P03524	viral	test
P04019	viral	train
P04133	viral	val
P04664	viral	val
P05778	viral	train
P05900	viral	train
P05924	viral	train
P05955	viral	train
P06817	viral	test
P06818	viral	train
P06830	viral	train
P07968	viral	train
P08560	viral	train
P08665	viral	val
P09458	viral	train
P09703	viral	test
P09712	viral	train
P0C1P3	viral	train
P0C1P5	viral	train
P0C222	viral	test
P0C5T3	viral	train
P0C5T4	viral	train
P0C682	viral	test
P0C693	viral	test
P0C698	viral	test
P0C6H6	viral	test
P0C6I1	viral	test
P0C6L6	viral	train
P0C6M5	viral	train
P0C729	viral	train
P0DOF7	viral	val
P0DOR5	viral	train
P10050	viral	test
P10192	viral	test
P10218	viral	train
P10231	viral	test
P10235	viral	val
P10866	viral	train
P11136	viral	test
P11195	viral	train
P11197	viral	train
P12824	viral	train
P13198	viral	val
P13871	viral	val
P13878	viral	train
P14239	viral	train
P15829	viral	train
P16380	viral	train
P16512	viral	val
P16791	viral	train
P16795	viral	test
P16800	viral	train
P16833	viral	val
P16849	viral	train
P17000	viral	train
P17504	viral	test
P18038	viral	train
P18882	viral	val
P19555	viral	train
P20877	viral	train
P20896	viral	test
P22419	viral	test
P24829	viral	train
P25481	viral	train
P26032	viral	val
P26543	viral	train
P26562	viral	train
P27221	viral	train
P27313	viral	test
P27399	viral	train
P28884	viral	train
P29984	viral	val
P30214	viral	train
P31343	viral	train
P31820	viral	train
P33469	viral	test
P35259	viral	train
P35967	viral	train
P35971	viral	train
P36319	viral	train
P36722	viral	train
P36723	viral	train
P37319	viral	train
P50759	viral	test
P50760	viral	train
P88838	viral	train
P89059	viral	train
Q00071	viral	test
Q01639	viral	val
Q02261	viral	test
Q02512	viral	test
Q03500	viral	test
Q05134	viral	test
Q05486	viral	val
Q07846	viral	train
Q07848	viral	train
Q07FI2	viral	train
Q09SZ7	viral	test
Q0HD52	viral	val
Q0HD53	viral	train
Q14EB1	viral	train
Q1PD50	viral	train
Q1PUD2	viral	train
Q2F4H0	viral	train
Q2F4V2	viral	train
Q2LFV4	viral	train
Q2PDK5	viral	test
Q2VNC5	viral	val
Q2VNF2	viral	train
Q38SQ8	viral	train
Q4KRW3	viral	train
Q4R1R9	viral	val
Q5SC53	viral	train
Q67186	viral	train
Q67201	viral	train
Q67203	viral	train
Q67207	viral	train
Q67282	viral	train
Q67376	viral	train
Q67378	viral	train
Q67875	viral	val
Q67925	viral	val
Q69028	viral	val
Q69608	viral	test
Q6DNS2	viral	val
Q6DNX9	viral	train
Q6DPJ9	viral	train
Q6DPK0	viral	train
Q6DQ19	viral	train
Q6J8E4	viral	train
Q6XUD6	viral	train
Q76WJ1	viral	train
Q80943	viral	train
Q80A26	viral	train
Q80A28	viral	train
Q81835	viral	train
Q81842	viral	train
Q81870	viral	val
Q81966	viral	train
Q82029	viral	train
Q82570	viral	train
Q89428	viral	train
Q89687	viral	train
Q8B0I2	viral	val
Q8JMZ4	viral	test
Q8QPH4	viral	val
Q98146	viral	val
Q9E6S5	viral	val
Q9IBI4	viral	val
Q9IQ46	viral	val
Q9IQ47	viral	train
Q9Q0U9	viral	train
Q9Q719	viral	train
Q9QBF2	viral	test
Q9QJ30	viral	train
Q9QMI2	viral	test
Q9WAK5	viral	train
Q9WCE1	viral	train
Q9WCE8	viral	train
Q9WFX3	viral	train
A0A7H0DN27	viral	test
A0A7H0DN71	viral	val
A0A7H0DN95	viral	train
A0A7H0DNF0	viral	test
A3RM19	viral	test
A4GBY3	viral	train
A4GCH9	viral	train
A4U6V6	viral	train
A4U6W1	viral	train
A4U7B6	viral	train
A5HBD5	viral	train
A8C8J6	viral	val
A8C8K4	viral	train
B1NKR2	viral	test
B1NKS7	viral	train
B1NKU4	viral	test
B3EUR6	viral	train
B3SRQ7	viral	test
B3SRU4	viral	val
B3SRV2	viral	val
B3SRX8	viral	val
B9VXM8	viral	train
F5HAM0	viral	train
F5HB62	viral	val
F5HBC6	viral	train
F5HCP3	viral	train
F5HE05	viral	test
F5HE12	viral	train
F5HET8	viral	val
F5HF44	viral	train
F5HF49	viral	val
F5HF62	viral	train
F5HFZ4	viral	train
F5HG20	viral	test
O11458	viral	train
O12162	viral	test
O36430	viral	val
O36431	viral	train
O39733	viral	test
O39988	viral	train
O42044	viral	test
O42083	viral	train
O55778	viral	train
O56266	viral	train
O57177	viral	test
O57184	viral	train
O57191	viral	train
O57252	viral	train
O57261	viral	val
O70890	viral	test
O70898	viral	train
O73559	viral	val
O89341	viral	test
O89942	viral	train
O91084	viral	test
O91740	viral	train
O93120	viral	train
P03118	viral	val
P03213	viral	train
P03219	viral	train
P03487	viral	val
P03515	viral	train
P03530	viral	test
P03541	viral	train
P04496	viral	val
P04510	viral	test
P04600	viral	train
P04619	viral	test
P04883	viral	train
P05776	viral	val
P05860	viral	train
P05867	viral	val
P05870	viral	test
P05930	viral	test
P05947	viral	train
P06423	viral	test
P06459	viral	val
P06478	viral	val
P06479	viral	val
P06485	viral	test
P06489	viral	train
P06918	viral	val
P06930	viral	train
P06934	viral	train
P07400	viral	test
P07832	viral	val
P08313	viral	test
P08333	viral	val
P08490	viral	train
P09265	viral	val
P09290	viral	train
P0C0E6	viral	train
P0C1L4	viral	train
P0C5V1	viral	test
P0C5V3	viral	train
P0C5V5	viral	test
P0C5V6	viral	train
P0C687	viral	train
P0C717	viral	val
P0C792	viral	test
P0C793	viral	test
P0CAP6	viral	val
P0CK58	viral	test
P0CK69	viral	val
P0CK71	viral	val
P0CK73	viral	val
P0CK74	viral	val
P0CK85	viral	val
P0CK88	viral	val
P0DJR6	viral	val
P0DJS3	viral	val
P0DJT3	viral	val
P0DJU3	viral	val
P0DJU4	viral	val
P0DJU6	viral	val
P0DJV1	viral	val
P0DJV3	viral	val
P0DJW6	viral	val
P0DOE1	viral	train
P0DON1	viral	val
P0DOQ4	viral	train
P0DOT0	viral	train
P0DOU5	viral	train
P0DST7	viral	val
P0DSV1	viral	val
P0DSV5	viral	train
P0DSZ6	viral	train
P0DSZ7	viral	test
P0DTP1	viral	train
P10208	viral	test
P10240	viral	val
P10501	viral	test
P10546	viral	train
P11323	viral	test
P11486	viral	train
P11819	viral	val
P11851	viral	test
P11852	viral	test
P11854	viral	test
P12453	viral	train
P12483	viral	test
P12516	viral	train
P12541	viral	test
P12561	viral	train
P12562	viral	train
P12564	viral	train
P13875	viral	train
P13884	viral	train
P14338	viral	val
P15677	viral	train
P16510	viral	val
P16782	viral	test
P16823	viral	train
P16978	viral	train
P18036	viral	train
P18045	viral	train
P18070	viral	train
P18071	viral	train
P18139	viral	val
P18880	viral	train
P19325	viral	train
P19547	viral	test
P19548	viral	test
P19703	viral	val
P20492	viral	train
P20493	viral	val
P20495	viral	train
P20508	viral	train
P20632	viral	train
P20975	viral	train
P20976	viral	train
P20977	viral	train
P21062	viral	train
P21095	viral	test
P21186	viral	train
P21277	viral	train
P21426	viral	val
P21433	viral	train
P21737	viral	train
P22160	viral	train
P22164	viral	val
P22425	viral	val
P23056	viral	test
P23057	viral	train
P24084	viral	train
P24304	viral	train
P24448	viral	val
P24567	viral	test
P24568	viral	train
P25215	viral	train
P25223	viral	train
P25487	viral	val
P25881	viral	train
P26061	viral	train
P26066	viral	train
P26074	viral	train
P26076	viral	train
P26080	viral	train
P26081	viral	train
P26089	viral	train
P26090	viral	train
P26091	viral	train
P26092	viral	train
P26106	viral	train
P26117	viral	train
P26125	viral	train
P26126	viral	train
P26546	viral	test
P26547	viral	val
P26558	viral	train
P26578	viral	train
P27230	viral	train
P27231	viral	train
P27233	viral	test
P27402	viral	train
P27552	viral	val
P27557	viral	test
P27558	viral	train
P28081	viral	train
P28282	viral	val
P32539	viral	train
P33481	viral	train
P35766	viral	val
P35774	viral	test
P35972	viral	test
P35986	viral	train
P36342	viral	val
P36343	viral	val
P36712	viral	train
P36729	viral	test
P36747	viral	test
P36758	viral	train
P36760	viral	val
P36782	viral	train
P36790	viral	val
P36798	viral	val
P36799	viral	test
P36808	viral	train
P36810	viral	test
P36813	viral	test
P36825	viral	train
P36828	viral	val
P36829	viral	test
P36832	viral	train
P36851	viral	val
P36853	viral	val
P41270	viral	test
P48752	viral	train
P50773	viral	val
P50781	viral	test
P50782	viral	test
P50785	viral	train
P50795	viral	val
P50801	viral	test
P50810	viral	train
P52354	viral	train
P52372	viral	test
P52526	viral	val
P52539	viral	train
P52584	viral	train
P54668	viral	train
P68616	viral	val
P68635	viral	test
P68760	viral	val
P68981	viral	test
P69255	viral	test
P69273	viral	train
P69292	viral	train
P69617	viral	val
P69619	viral	train
P69725	viral	train
P87723	viral	test
P89477	viral	train
Q00793	viral	test
Q02271	viral	train
Q03040	viral	test
Q03240	viral	val
Q04916	viral	val
Q06093	viral	train
Q07550	viral	train
Q07857	viral	train
Q07920	viral	val
Q07FH7	viral	val
Q09113	viral	train
Q0A2G6	viral	train
Q0A2H4	viral	val
Q0GBY2	viral	train
Q0HD58	viral	val
Q1HVC1	viral	test
Q1HVG1	viral	test
Q1HVH2	viral	val
Q1PD51	viral	test
Q1PD56	viral	test
Q1PDC8	viral	test
Q1PUD5	viral	train
Q2HRC7	viral	val
Q2ICQ4	viral	train
Q2LG20	viral	val
Q2PI08	viral	val
Q2PIM4	viral	val
Q2VC93	viral	train
Q2VNE3	viral	train
Q3KSR7	viral	train
Q3KSS3	viral	val
Q3YPH5	viral	train
Q3YPZ3	viral	val
Q3ZK65	viral	train
Q463W5	viral	train
Q4JQV7	viral	train
Q4JQW2	viral	test
Q4JQX4	viral	train
Q5K2K4	viral	train
Q5QGZ2	viral	test
Q5XX02	viral	train
Q5XX08	viral	test
Q67187	viral	val
Q67204	viral	val
Q68101	viral	train
Q68667	viral	train
Q68668	viral	train
Q68669	viral	train
Q68671	viral	train
Q6DP64	viral	train
Q6DP68	viral	train
Q6DPE5	viral	train
Q6DPE6	viral	train
Q6DPU0	viral	val
Q6I7C4	viral	train
Q6J847	viral	val
Q6J871	viral	train
Q6J8G1	viral	val
Q6SVX2	viral	train
Q6SW59	viral	val
Q6SW66	viral	train
Q6SW70	viral	train
Q6WB96	viral	train
Q6WNW5	viral	train
Q6XSV4	viral	train
Q6XT42	viral	val
Q6XTU9	viral	val
Q6XU11	viral	val
Q705H5	viral	train
Q74124	viral	train
Q74127	viral	train
Q75004	viral	train
Q77375	viral	train
Q77NP3	viral	test
Q79669	viral	train
Q80908	viral	test
Q80912	viral	val
Q80921	viral	test
Q809Q1	viral	train
Q809Q3	viral	train
Q809S9	viral	train
Q809X8	viral	train
Q809Y0	viral	train
Q809Z8	viral	val
Q80A06	viral	val
Q80DS7	viral	train
Q81021	viral	train
Q81163	viral	train
Q86539	viral	test
Q88435	viral	train
Q8B6J7	viral	train
Q8B9Q8	viral	train
Q8JN06	viral	train
Q8JTH0	viral	test
Q8QPG7	viral	train
Q910F1	viral	train
Q91C38	viral	train
Q96818	viral	test
Q98314	viral	train
Q9E5Y8	viral	train
Q9EA38	viral	train
Q9IQ48	viral	val
Q9JF44	viral	train
Q9JFB7	viral	train
Q9JFC1	viral	train
Q9JFH4	viral	train
Q9Q0U8	viral	train
Q9Q0V1	viral	train
Q9Q716	viral	test
Q9Q718	viral	train
Q9QMI3	viral	train
Q9QSQ8	viral	train
Q9WH76	viral	train
Q9YZN9	viral	train
V9LLX6	viral	test
A0A7H0DMZ6	viral	train
A0A7H0DN44	viral	train
A0A7H0DN66	viral	train
A0A7H0DNA3	viral	train
A0A7H0DNB5	viral	train
A0A7H0DNE5	viral	train
A3DRQ0	viral	train
A4GBX9	viral	val
A4GCH7	viral	val
A4GCJ9	viral	val
A4GCK3	viral	train
A4GCL4	viral	train
A4GCM3	viral	train
A4K149	viral	train
A4U7B4	viral	val
A8C8K0	viral	train
A8C8W5	viral	val
A8C8W9	viral	train
A9Q1L0	viral	train
B1NKS8	viral	test
B3SRV4	viral	val
B3SRX0	viral	val
C0H677	viral	test
C0JJ97	viral	test
D5LWW7	viral	train
F5HAW0	viral	val
F5HDA4	viral	train
F5HET1	viral	train
F5HHY1	viral	train
O57193	viral	train
O70900	viral	test
O72737	viral	train
O89748	viral	train
O90729	viral	train
O91082	viral	train
O92284	viral	test
P03082	viral	val
P03083	viral	val
P03105	viral	val
P03106	viral	train
P03119	viral	train
P03245	viral	train
P03256	viral	train
P03281	viral	train
P03422	viral	test
P03494	viral	train
P03499	viral	train
P03506	viral	train
P03508	viral	train
P04497	viral	val
P04498	viral	test
P04622	viral	test
P04666	viral	train
P04873	viral	test
P05775	viral	val
P05921	viral	train
P05927	viral	train
P06419	viral	val
P06465	viral	train
P06475	viral	val
P06500	viral	val
P06921	viral	train
P06932	viral	train
P08028	viral	train
P08806	viral	val
P09260	viral	test
P09276	viral	train
P09279	viral	train
P09298	viral	train
P09569	viral	train
P09731	viral	train
P0C1L7	viral	test
P0C5U5	viral	train
P0C5V8	viral	train
P0C6Z3	viral	train
P0CK65	viral	val
P0CK76	viral	val
P0CK79	viral	val
P0DJS2	viral	val
P0DJS8	viral	val
P0DJT0	viral	val
P0DJU7	viral	val
P0DJV4	viral	val
P0DJW2	viral	val
P0DJW4	viral	val
P0DJX1	viral	train
P0DOF3	viral	test
P0DOI2	viral	train
P0DOI3	viral	train
P0DOL5	viral	train
P0DOM8	viral	train
P0DON9	viral	train
P0DOT8	viral	train
P0DOU2	viral	val
P0DSY1	viral	train
P0DTN2	viral	train
P0DXO4	viral	val
P0DXO6	viral	val
P10189	viral	test
P10216	viral	val
P10217	viral	test
P10224	viral	train
P10381	viral	train
P10541	viral	train
P10542	viral	train
P11823	viral	train
P11824	viral	train
P12447	viral	train
P12515	viral	train
P12565	viral	train
P12566	viral	train
P12598	viral	test
P13881	viral	train
P15197	viral	test
P15199	viral	test
P15200	viral	train
P15678	viral	train
P15830	viral	train
P15835	viral	train
P16071	viral	train
P16725	viral	train
P16736	viral	train
P16739	viral	test
P16789	viral	val
P16982	viral	train
P16987	viral	train
P17042	viral	train
P17240	viral	train
P17389	viral	train
P17761	viral	test
P18043	viral	val
P18044	viral	train
P18072	viral	train
P19462	viral	test
P19710	viral	train
P20509	viral	train
P20884	viral	test
P20887	viral	test
P21012	viral	val
P21034	viral	train
P21050	viral	train
P21079	viral	train
P21699	viral	test
P21770	viral	train
P24026	viral	train
P24083	viral	train
P26065	viral	train
P26070	viral	train
P26072	viral	train
P26082	viral	train
P26084	viral	train
P26108	viral	train
P26124	viral	train
P26142	viral	train
P26538	viral	train
P26555	viral	val
P26559	viral	train
P27222	viral	train
P27286	viral	train
P27555	viral	train
P27556	viral	train
P28284	viral	test
P28830	viral	train
P28831	viral	train
P28832	viral	train
P29169	viral	train
P29883	viral	val
P32888	viral	train
P33813	viral	train
P33835	viral	train
P35424	viral	val
P35960	viral	test
P35974	viral	test
P36347	viral	val
P36744	viral	test
P36754	viral	test
P36786	viral	train
P36796	viral	test
P36802	viral	test
P36814	viral	val
P36818	viral	train
P36826	viral	train
P36833	viral	train
P36849	viral	val
P36854	viral	val
P41268	viral	test
P41269	viral	test
P41326	viral	test
P50767	viral	train
P50769	viral	train
P50772	viral	train
P50779	viral	test
P50800	viral	test
P50804	viral	train
P50809	viral	train
P50827	viral	val
P52380	viral	train
P52449	viral	test
P60167	viral	train
P60504	viral	train
P68043	viral	train
P68324	viral	val
P68335	viral	val
P68447	viral	train
P68622	viral	val
P68693	viral	train
P69253	viral	test
P69279	viral	train
P87630	viral	test
P89432	viral	test
P89446	viral	val
P89457	viral	train
P89479	viral	train
Q03245	viral	val
Q04523	viral	val
Q04840	viral	test
Q05135	viral	test
Q07546	viral	train
Q07851	viral	test
Q07855	viral	train
Q07858	viral	val
Q07925	viral	train
Q07926	viral	train
Q07FH5	viral	train
Q07FI3	viral	val
Q08031	viral	train
Q0HD50	viral	train
Q0R5R1	viral	test
Q1HVD1	viral	train
Q1HVD2	viral	train
Q1HVE9	viral	train
Q1PUD3	viral	train
Q1WNZ9	viral	train
Q2HR89	viral	val
Q2HR98	viral	train
Q2RCG6	viral	train
Q2VC87	viral	train
Q30NP5	viral	train
Q38SP8	viral	train
Q3KST4	viral	train
Q3ZK57	viral	train
Q3ZK59	viral	test
Q3ZN05	viral	test
Q45UF8	viral	train
Q4JQV6	viral	train
Q4JQX0	viral	train
Q4KRW6	viral	val
Q5K2K6	viral	train
Q5SC47	viral	train
Q65ZG0	viral	train
Q66453	viral	test
Q67180	viral	val
Q67202	viral	val
Q67877	viral	train
Q68666	viral	train
Q68672	viral	train
Q68980	viral	train
Q69489	viral	train
Q69604	viral	train
Q69607	viral	train
Q6DNK1	viral	train
Q6DNK5	viral	train
Q6DP28	viral	train
Q6J880	viral	train
Q6SVZ5	viral	train
Q6SW29	viral	train
Q6SW43	viral	train
Q6SWC3	viral	test
Q6TV02	viral	val
Q6WB95	viral	val
Q6XTD8	viral	train
Q6XTK0	viral	train
Q70624	viral	test
Q74121	viral	val
Q76632	viral	train
Q76R05	viral	train
Q76WK3	viral	test
Q76ZS0	viral	train
Q79668	viral	train
Q7TLC4	viral	train
Q805Q9	viral	test
Q80903	viral	test
Q80905	viral	train
Q80930	viral	train
Q80939	viral	train
Q80946	viral	train
Q80958	viral	val
Q809P5	viral	train
Q809S7	viral	train
Q80DP8	viral	train
Q81019	viral	train
Q82045	viral	val
Q83623	viral	test
Q86197	viral	train
Q89753	viral	train
Q8B0H8	viral	train
Q8BEJ6	viral	train
Q8JMZ5	viral	train
Q8JPX6	viral	test
Q8JPX9	viral	test
Q8QMZ9	viral	train
Q8QN36	viral	train
Q8QPI8	viral	train
Q910M3	viral	train
Q913A9	viral	train
Q91DD6	viral	test
Q91DE0	viral	train
Q91MB1	viral	train
Q98178	viral	test
Q98267	viral	train
Q98326	viral	train
Q9DHS8	viral	train
Q9DHU2	viral	val
Q9EA40	viral	val
Q9IBI5	viral	train
Q9IDV4	viral	test
Q9IDV6	viral	train
Q9IMP3	viral	train
Q9IQ45	viral	train
Q9IR53	viral	test
Q9JAE0	viral	train
Q9JFC3	viral	train
Q9PXA2	viral	train
Q9PY93	viral	val
Q9Q0L6	viral	train
Q9QCE9	viral	test
Q9QJ39	viral	train
Q9QJ45	viral	test
Q9QLL6	viral	train
Q9QNA9	viral	val
Q9QSQ9	viral	test
Q9WC65	viral	train
Q9YLR0	viral	val
Q9YZ76	viral	train
A0A7H0DN30	viral	val
A0A7H0DN39	viral	test
A0A7H0DN45	viral	train
A0A7H0DN74	viral	val
A0A7H0DN83	viral	train
A0A7H0DNB7	viral	train
A3DSL0	viral	train
A3RM21	viral	train
A4GCI3	viral	val
A4GCI8	viral	val
A4GCJ2	viral	train
A4GCJ5	viral	train
A4GCK1	viral	train
A4GCL2	viral	train
A4GCL7	viral	train
A4GCM5	viral	train
A4ZCW6	viral	train
A7J392	viral	train
A7J3A4	viral	train
B1NKR6	viral	test
B1NKT9	viral	train
B1NKU0	viral	test
B1NKU3	viral	train
B3SRX9	viral	test
B3SRY1	viral	train
F5H982	viral	val
F5HC79	viral	train
F5HCM1	viral	train
F5HEA3	viral	train
F5HET4	viral	train
F5HEU0	viral	train
F5HG98	viral	train
F5HGJ4	viral	val
F5HGQ8	viral	train
F5HHQ0	viral	test
F5HIN0	viral	test
I7GVL4	viral	test
O39731	viral	test
O41800	viral	train
O42049	viral	train
O57211	viral	train
O57233	viral	train
O57245	viral	test
O72142	viral	test
O89339	viral	train
O91531	viral	train
O92551	viral	train
O93195	viral	train
